date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:03:28	68312/68312	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:03:03%20GMT	https://www.youtube.com/intl/en_us/ads/how-it-works/set-up-a-campaign/budget/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/en_us/ads/how-it-works/set-up-a-campaign/budget/index.html	(from https://www.youtube.com/intl/en_us/ads/)
01:03:28	86080/86080	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:03:04%20GMT	https://www.youtube.com/intl/en_us/ads/how-it-works/measure-your-results/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/en_us/ads/how-it-works/measure-your-results/index.html	(from https://www.youtube.com/intl/en_us/ads/)
01:03:41	63582/63582	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:03:28%20GMT	https://www.youtube.com/intl/en_us/ads/resources/measurement-tools/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/en_us/ads/resources/measurement-tools/index.html	(from https://www.youtube.com/intl/en_us/ads/)
01:03:45	65767/65767	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:03:21%20GMT	https://www.youtube.com/intl/en_us/ads/resources/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/en_us/ads/resources/index.html	(from https://www.youtube.com/intl/en_us/ads/)
01:03:51	84114/84114	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:03:28%20GMT	https://www.youtube.com/intl/en_us/ads/resources/creator-promotions/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/en_us/ads/resources/creator-promotions/index.html	(from https://www.youtube.com/intl/en_us/ads/)
01:03:51	95394/95394	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:03:27%20GMT	https://www.youtube.com/intl/en_us/ads/resources/creative-resources/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/en_us/ads/resources/creative-resources/index.html	(from https://www.youtube.com/intl/en_us/ads/)
01:04:09	68365/68365	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:03:43%20GMT	https://www.youtube.com/intl/en_us/ads/resources/best-practices/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/en_us/ads/resources/best-practices/index.html	(from https://www.youtube.com/intl/en_us/ads/)
01:04:10	89157/89157	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:03:50%20GMT	https://www.youtube.com/intl/en_us/ads/resources/success-stories/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/en_us/ads/resources/success-stories/index.html	(from https://www.youtube.com/intl/en_us/ads/)
01:04:11	78748/78748	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:03:51%20GMT	https://www.youtube.com/intl/en_us/ads/faqs/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/en_us/ads/faqs/index.html	(from https://www.youtube.com/intl/en_us/ads/)
01:04:11	86424/86424	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:03:53%20GMT	https://www.youtube.com/intl/en_us/ads/abcds-of-effective-video-ads/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/en_us/ads/abcds-of-effective-video-ads/index.html	(from https://www.youtube.com/ads/how-it-works/create-a-video-ad/)
01:04:11	189394/189394	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:04:09%20GMT	https://www.youtube.com/intl/en_us/ads/video-creation-tips/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/en_us/ads/video-creation-tips/index.html	(from https://www.youtube.com/ads/how-it-works/create-a-video-ad/)
01:04:12	82075/82075	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:04:11%20GMT	https://www.youtube.com/ads/how-it-works/set-up-a-campaign/consideration/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/how-it-works/set-up-a-campaign/consideration/index.html	(from https://www.youtube.com/ads/how-it-works/set-up-a-campaign/)
01:04:13	117817/117817	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:04:11%20GMT	https://www.youtube.com/ads/how-it-works/set-up-a-campaign/awareness/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/how-it-works/set-up-a-campaign/awareness/index.html	(from https://www.youtube.com/ads/how-it-works/set-up-a-campaign/)
01:04:23	47783/47783	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:04:12%20GMT	https://www.youtube.com/ads/smallbizday/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/smallbizday/index.html	(from https://www.youtube.com/ads/news-and-inspiration/)
01:04:33	97396/97396	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:04:13%20GMT	https://www.youtube.com/intl/en_us/ads/youtube-works/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/en_us/ads/youtube-works/index.html	(from https://www.youtube.com/ads/news-and-inspiration/)
01:04:38	96800/96800	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:04:11%20GMT	https://www.youtube.com/ads/how-it-works/set-up-a-campaign/action/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/how-it-works/set-up-a-campaign/action/index.html	(from https://www.youtube.com/ads/how-it-works/set-up-a-campaign/)
01:05:17	304/304	---M--	302	error ('Found')	text/html	date:Wed,%2030%20Oct%202024%2020:04:35%20GMT	https://www.youtube.com/ads/resources/creative-directory/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/resources/creative-directory/index.html	(from https://www.youtube.com/ads/resources/)
01:05:26	183298/183298	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:04:38%20GMT	https://www.youtube.com/ads/video-creation-tips/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/video-creation-tips/index.html	(from https://www.youtube.com/ads/resources/creative-resources/)
01:05:31	949862/949862	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:04:11%20GMT	https://www.youtube.com/@HitPause	C:/Users/Admin/Desktop/Ziston/www.youtube.com/@HitPause.html	(from https://www.youtube.com/howyoutubeworks/our-commitments/fostering-child-safety/)
01:05:43	84987/84987	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:05:17%20GMT	https://www.youtube.com/ads/abcds-of-effective-video-ads/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/abcds-of-effective-video-ads/index.html	(from https://www.youtube.com/ads/resources/best-practices/)
01:05:47	53307/53307	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:05:26%20GMT	https://www.youtube.com/ads/resources/success-stories/bellroy/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/resources/success-stories/bellroy/index.html	(from https://www.youtube.com/ads/resources/success-stories/)
01:05:51	53786/53786	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:05:43%20GMT	https://www.youtube.com/ads/resources/success-stories/blendjet/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/resources/success-stories/blendjet/index.html	(from https://www.youtube.com/ads/resources/success-stories/)
01:06:04	53250/53250	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:05:45%20GMT	https://www.youtube.com/ads/resources/success-stories/cider/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/resources/success-stories/cider/index.html	(from https://www.youtube.com/ads/resources/success-stories/)
01:06:05	350232/350232	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:04:23%20GMT	https://www.youtube.com/ads/news-and-inspiration/ads-leaderboard/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/news-and-inspiration/ads-leaderboard/index.html	(from https://www.youtube.com/ads/news-and-inspiration/)
01:06:10	53832/53832	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:05:47%20GMT	https://www.youtube.com/ads/resources/success-stories/dear-dahlia/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/resources/success-stories/dear-dahlia/index.html	(from https://www.youtube.com/ads/resources/success-stories/)
01:06:12	54371/54371	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:05:51%20GMT	https://www.youtube.com/ads/resources/success-stories/south-dakota-school-of-mines-technology/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/resources/success-stories/south-dakota-school-of-mines-technology/index.html	(from https://www.youtube.com/ads/resources/success-stories/)
01:06:28	53922/53922	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:06:07%20GMT	https://www.youtube.com/ads/resources/success-stories/panasonic-brasil/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/resources/success-stories/panasonic-brasil/index.html	(from https://www.youtube.com/ads/resources/success-stories/)
01:06:28	65170/65170	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:06:10%20GMT	https://www.youtube.com/ads/resources/success-stories/william-painter/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/resources/success-stories/william-painter/index.html	(from https://www.youtube.com/ads/resources/success-stories/)
01:06:28	65448/65448	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:06:12%20GMT	https://www.youtube.com/ads/resources/success-stories/tulanes-closet/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/resources/success-stories/tulanes-closet/index.html	(from https://www.youtube.com/ads/resources/success-stories/)
01:06:28	66285/66285	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:06:27%20GMT	https://www.youtube.com/ads/resources/success-stories/majestic-heli-ski/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/resources/success-stories/majestic-heli-ski/index.html	(from https://www.youtube.com/ads/resources/success-stories/)
01:06:35	86732/86732	---M--	200	added ('OK')	image/jpeg	etag:%221623871827%22	https://i3.ytimg.com/vi/n-OMhLhg3tY/maxresdefault.jpg	C:/Users/Admin/Desktop/Ziston/i3.ytimg.com/vi/n-OMhLhg3tY/maxresdefault.jpg	(from https://www.youtube.com/howyoutubeworks/product-features/news-information/)
01:06:40	63692/63692	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:06:28%20GMT	https://www.youtube.com/ads/resources/success-stories/lstn-headphones/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/resources/success-stories/lstn-headphones/index.html	(from https://www.youtube.com/ads/resources/success-stories/)
01:06:43	67141/67141	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:06:28%20GMT	https://www.youtube.com/ads/resources/success-stories/nectar-a-resident-company/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/resources/success-stories/nectar-a-resident-company/index.html	(from https://www.youtube.com/ads/resources/success-stories/)
01:06:50	64091/64091	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:06:43%20GMT	https://www.youtube.com/ads/resources/success-stories/united-airlines/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/resources/success-stories/united-airlines/index.html	(from https://www.youtube.com/ads/resources/success-stories/)
01:06:52	66253/66253	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:06:27%20GMT	https://www.youtube.com/ads/resources/success-stories/missouri-star-quilt-company/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/resources/success-stories/missouri-star-quilt-company/index.html	(from https://www.youtube.com/ads/resources/success-stories/)
01:06:52	63834/63834	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:06:36%20GMT	https://www.youtube.com/ads/resources/success-stories/pringles/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/resources/success-stories/pringles/index.html	(from https://www.youtube.com/ads/resources/success-stories/)
01:06:52	63333/63333	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:06:39%20GMT	https://www.youtube.com/ads/resources/success-stories/adidas/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/resources/success-stories/adidas/index.html	(from https://www.youtube.com/ads/resources/success-stories/)
01:07:05	63895/63895	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:06:51%20GMT	https://www.youtube.com/ads/resources/success-stories/rakuten/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/resources/success-stories/rakuten/index.html	(from https://www.youtube.com/ads/resources/success-stories/)
01:07:08	63644/63644	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:06:51%20GMT	https://www.youtube.com/ads/resources/success-stories/hersheys/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/resources/success-stories/hersheys/index.html	(from https://www.youtube.com/ads/resources/success-stories/)
01:07:16	63639/63639	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:06:52%20GMT	https://www.youtube.com/ads/resources/success-stories/xfinity/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/ads/resources/success-stories/xfinity/index.html	(from https://www.youtube.com/ads/resources/success-stories/)
01:07:17	104468/104468	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:06:52%20GMT	https://www.youtube.com/trends/discover/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/trends/discover/index.html	(from https://www.youtube.com/trends/)
01:07:33	85094/85094	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:07:07%20GMT	https://www.youtube.com/trends/records/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/trends/records/index.html	(from https://www.youtube.com/trends/)
01:07:33	44775/44775	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:07:21%20GMT	https://www.youtube.com/trends/about/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/trends/about/index.html	(from https://www.youtube.com/trends/)
01:07:36	75886/75886	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:07:17%20GMT	https://www.youtube.com/trends/news/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/trends/news/index.html	(from https://www.youtube.com/trends/)
01:07:37	46019/46019	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:07:09%20GMT	https://www.youtube.com/trends/report/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/trends/report/index.html	(from https://www.youtube.com/trends/)
01:07:46	48146/48146	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:07:33%20GMT	https://www.youtube.com/trends/articles/world-cup-stickers/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/trends/articles/world-cup-stickers/index.html	(from https://www.youtube.com/trends/)
01:07:50	48982/48982	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:07:37%20GMT	https://www.youtube.com/trends/articles/super-mario-uploads/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/trends/articles/super-mario-uploads/index.html	(from https://www.youtube.com/trends/)
01:07:51	47780/47780	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:07:36%20GMT	https://www.youtube.com/trends/articles/elden-ring-let-me-solo-her-views/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/trends/articles/elden-ring-let-me-solo-her-views/index.html	(from https://www.youtube.com/trends/)
01:08:03	48579/48579	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:07:51%20GMT	https://www.youtube.com/trends/articles/gen-z-personal-relevance-primacy-ipsos/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/trends/articles/gen-z-personal-relevance-primacy-ipsos/index.html	(from https://www.youtube.com/trends/)
01:08:04	130857/130857	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:07:33%20GMT	https://www.youtube.com/trends/articles/retrogaming-community-1000x-growth/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/trends/articles/retrogaming-community-1000x-growth/index.html	(from https://www.youtube.com/trends/)
01:08:05	48703/48703	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:07:50%20GMT	https://www.youtube.com/trends/articles/speedrunning-community-top-games-treemap/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/trends/articles/speedrunning-community-top-games-treemap/index.html	(from https://www.youtube.com/trends/)
01:08:05	65957/65957	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:07:46%20GMT	https://www.youtube.com/trends/articles/super-mario-100billion-views/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/trends/articles/super-mario-100billion-views/index.html	(from https://www.youtube.com/trends/)
01:08:06	47877/47877	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:08:04%20GMT	https://www.youtube.com/trends/articles/met-gala-trending/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/trends/articles/met-gala-trending/index.html	(from https://www.youtube.com/trends/)
01:08:06	85094/85094	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:08:04%20GMT	https://www.youtube.com/trends/records/?record=most-subscribed-artists	C:/Users/Admin/Desktop/Ziston/www.youtube.com/trends/records/index6a4c.html	(from https://www.youtube.com/trends/)
01:08:06	85094/85094	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:08:05%20GMT	https://www.youtube.com/trends/records/?record=top-24-hour-music-debuts	C:/Users/Admin/Desktop/Ziston/www.youtube.com/trends/records/indexdd87.html	(from https://www.youtube.com/trends/)
01:08:06	85094/85094	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:08:05%20GMT	https://www.youtube.com/trends/records/?record=most-viewed-music-videos	C:/Users/Admin/Desktop/Ziston/www.youtube.com/trends/records/index0553.html	(from https://www.youtube.com/trends/)
01:08:06	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Wed,%2030%20Oct%202024%2020:08:05%20GMT	https://www.youtube.com/reportingtool/legal	C:/Users/Admin/Desktop/Ziston/www.youtube.com/reportingtool/legal.21c.delayed	(from https://www.youtube.com/howyoutubeworks/policies/legal-removals/)
01:08:06	85094/85094	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:08:05%20GMT	https://www.youtube.com/trends/records/?record=fastest-to-one-billion-views	C:/Users/Admin/Desktop/Ziston/www.youtube.com/trends/records/index9c53.html	(from https://www.youtube.com/trends/)
01:08:12	7072/7072	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202024%2006:08:00%20GMT	https://www.youtube.com/intl/ALL_pk/kids/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_pk/kids/index.html	(from https://www.youtube.com/kids/)
01:08:35	336672/336672	---M--	200	added ('OK')	text/javascript	date:Thu,%2002%20Nov%202023%2022:48:00%20GMT	https://www.gstatic.com/external_hosted/chartjs/Chart.min.js	C:/Users/Admin/Desktop/Ziston/www.gstatic.com/external_hosted/chartjs/Chart.min.js	(from https://www.youtube.com/howyoutubeworks/progress-impact/responsibility/)
01:08:41	228/228	---M--	302	error ('Found')	text/html	date:Wed,%2030%20Oct%202024%2020:08:06%20GMT	https://www.youtube.com/trends/contact/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/trends/contact/index.html	(from https://www.youtube.com/trends/)
01:08:42	99196/99196	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:08:19%20GMT	https://www.youtube.com/intl/en_us/creators/how-things-work/video-monetization/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/en_us/creators/how-things-work/video-monetization/index.html	(from https://www.youtube.com/creators/podcasts/)
01:08:42	267/267	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Oct%202024%2020:08:06%20GMT	https://www.youtube.com/yt/policyandsafety/?noapp=1	C:/Users/Admin/Desktop/Ziston/www.youtube.com/yt/policyandsafety/index28d4.html	(from https://www.youtube.com/kids/)
01:08:42	84713/84713	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:08:35%20GMT	https://www.youtube.com/intl/es_us/ads/how-it-works/set-up-a-campaign/youtube-select/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/es_us/ads/how-it-works/set-up-a-campaign/youtube-select/index.html	(from https://www.youtube.com/ads/how-it-works/set-up-a-campaign/youtube-select/)
01:08:42	79853/79853	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:08:41%20GMT	https://www.youtube.com/intl/ALL_br/ads/how-it-works/set-up-a-campaign/youtube-select/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_br/ads/how-it-works/set-up-a-campaign/youtube-select/index.html	(from https://www.youtube.com/ads/how-it-works/set-up-a-campaign/youtube-select/)
01:08:42	79727/79727	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:08:41%20GMT	https://www.youtube.com/intl/ALL_ca/ads/how-it-works/set-up-a-campaign/youtube-select/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_ca/ads/how-it-works/set-up-a-campaign/youtube-select/index.html	(from https://www.youtube.com/ads/how-it-works/set-up-a-campaign/youtube-select/)
01:08:42	81919/81919	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:08:41%20GMT	https://www.youtube.com/intl/fr_ca/ads/how-it-works/set-up-a-campaign/youtube-select/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/fr_ca/ads/how-it-works/set-up-a-campaign/youtube-select/index.html	(from https://www.youtube.com/ads/how-it-works/set-up-a-campaign/youtube-select/)
01:08:43	79387/79387	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:08:42%20GMT	https://www.youtube.com/intl/ALL_de/ads/how-it-works/set-up-a-campaign/youtube-select/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_de/ads/how-it-works/set-up-a-campaign/youtube-select/index.html	(from https://www.youtube.com/ads/how-it-works/set-up-a-campaign/youtube-select/)
01:08:57	689739/689739	---M--	200	added ('OK')	text/css	date:Wed,%2030%20Oct%202024%2020:08:41%20GMT	https://www.youtube.com/howyoutubeworks/static/compiled/eir.min.css?cache=ce5c0f6	C:/Users/Admin/Desktop/Ziston/www.youtube.com/howyoutubeworks/static/compiled/eir.min46de.css	(from https://www.youtube.com/howyoutubeworks/progress-impact/impact/)
01:08:57	80362/80362	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:08:42%20GMT	https://www.youtube.com/intl/ALL_fr/ads/how-it-works/set-up-a-campaign/youtube-select/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_fr/ads/how-it-works/set-up-a-campaign/youtube-select/index.html	(from https://www.youtube.com/ads/how-it-works/set-up-a-campaign/youtube-select/)
01:08:57	79413/79413	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:08:43%20GMT	https://www.youtube.com/intl/ALL_id/ads/how-it-works/set-up-a-campaign/youtube-select/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_id/ads/how-it-works/set-up-a-campaign/youtube-select/index.html	(from https://www.youtube.com/ads/how-it-works/set-up-a-campaign/youtube-select/)
01:08:58	74991/74991	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:08:57%20GMT	https://www.youtube.com/intl/en_id/ads/how-it-works/set-up-a-campaign/youtube-select/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/en_id/ads/how-it-works/set-up-a-campaign/youtube-select/index.html	(from https://www.youtube.com/ads/how-it-works/set-up-a-campaign/youtube-select/)
01:08:59	1349890/1349890	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:08:42%20GMT	https://www.youtube.com/@RainbowPlantLife	C:/Users/Admin/Desktop/Ziston/www.youtube.com/@RainbowPlantLife.html	(from https://www.youtube.com/howyoutubeworks/progress-impact/impact/)
01:09:00	72582/72582	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:08:57%20GMT	https://www.youtube.com/intl/ALL_in/ads/how-it-works/set-up-a-campaign/youtube-select/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_in/ads/how-it-works/set-up-a-campaign/youtube-select/index.html	(from https://www.youtube.com/ads/how-it-works/set-up-a-campaign/youtube-select/)
01:09:00	84080/84080	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:08:59%20GMT	https://www.youtube.com/intl/ALL_kr/ads/how-it-works/set-up-a-campaign/youtube-select/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_kr/ads/how-it-works/set-up-a-campaign/youtube-select/index.html	(from https://www.youtube.com/ads/how-it-works/set-up-a-campaign/youtube-select/)
01:09:01	1404341/1404341	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:08:57%20GMT	https://www.youtube.com/@DrTraceyMarks	C:/Users/Admin/Desktop/Ziston/www.youtube.com/@DrTraceyMarks.html	(from https://www.youtube.com/howyoutubeworks/progress-impact/impact/)
01:09:16	77356/77356	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:09:01%20GMT	https://www.youtube.com/intl/ALL_jp/ads/how-it-works/set-up-a-campaign/youtube-select/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_jp/ads/how-it-works/set-up-a-campaign/youtube-select/index.html	(from https://www.youtube.com/ads/how-it-works/set-up-a-campaign/youtube-select/)
01:09:16	77054/77054	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:09:01%20GMT	https://www.youtube.com/intl/ALL_vn/ads/how-it-works/set-up-a-campaign/youtube-select/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_vn/ads/how-it-works/set-up-a-campaign/youtube-select/index.html	(from https://www.youtube.com/ads/how-it-works/set-up-a-campaign/youtube-select/)
01:09:17	78264/78264	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:08:59%20GMT	https://www.youtube.com/intl/ALL_sg/ads/how-it-works/set-up-a-campaign/youtube-select/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_sg/ads/how-it-works/set-up-a-campaign/youtube-select/index.html	(from https://www.youtube.com/ads/how-it-works/set-up-a-campaign/youtube-select/)
01:09:18	826665/826665	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:08:59%20GMT	https://www.youtube.com/@HerculesCandy	C:/Users/Admin/Desktop/Ziston/www.youtube.com/@HerculesCandy.html	(from https://www.youtube.com/howyoutubeworks/progress-impact/impact/)
01:09:19	77834/77834	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:09:16%20GMT	https://www.youtube.com/intl/ALL_au/ads/how-it-works/set-up-a-campaign/youtube-select/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_au/ads/how-it-works/set-up-a-campaign/youtube-select/index.html	(from https://www.youtube.com/ads/how-it-works/set-up-a-campaign/youtube-select/)
01:09:19	66589/66589	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2020:09:16%20GMT	https://www.youtube.com/intl/ALL_es/ads/how-it-works/set-up-a-campaign/youtube-select/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_es/ads/how-it-works/set-up-a-campaign/youtube-select/index.html	(from https://www.youtube.com/ads/how-it-works/set-up-a-campaign/youtube-select/)
